nl_cmd,bash_cmd
move all contents of <source-dir> to <dest-dir>,mv -r <source-dir> <dest-dir>
rename <source-file> to <dest-file>,mv <source-file> <dest-file>
rename file <source-file> as <dest-file>,mv <source-file> <dest-file>
change name of <source-file> to <dest-file>,mv <source-file> <dest-file>
call <source-file> <dest-file> instead,mv <source-file> <dest-file>
rename <source-file> in current directory to <dest-file>,mv <source-file> <dest-file>
modify filename <source-file> to <dest-file>,mv <source-file> <dest-file>
rename file in current directory from <source-file> to <dest-file>,mv <source-file> <dest-file>
alter name of <source-file> to <dest-file>,mv <source-file> <dest-file>
switch name of <source-file> to <dest-file>,mv <source-file> <dest-file>
give <source-file> a new name <dest-file>,mv <source-file> <dest-file>
relabel <source-file> as <dest-file>,mv <source-file> <dest-file>
can you rename <source-file> to <dest-file>?,mv <source-file> <dest-file>
rename <source-file> with extension changed to <dest-file>,mv <source-file> <dest-file>
transform filename <source-file> to <dest-file>,mv <source-file> <dest-file>
replace name of <source-file> with <dest-file>,mv <source-file> <dest-file>
retitle <source-file> as <dest-file>,mv <source-file> <dest-file>
rename <source-file> in ~/documents/ to <dest-file>,mv ~/documents/<source-file> ~/documents/<dest-file>
rename <source-file> from ~/downloads/ to <dest-file> in current directory,mv ~/downloads/<source-file> <dest-file>
trash <source-file>,rm <source-file>
can you delete <source-file>?,rm <source-file>
delete <source-file> from ~/documents/,rm ~/documents/<source-file>
remove <source-file> from ~/downloads/,rm ~/downloads/<source-file>
wipe out <source-file>,rm <source-file>
eliminate <source-file>,rm <source-file>
discard <source-file>,rm <source-file>
clear <source-file>,rm <source-file>
purge <source-file>,rm <source-file>
destroy <source-file>,rm <source-file>
erase <source-file>,rm <source-file>
delete directory <source-dir>,rm -r <source-dir>
remove directory <source-dir>,rm -r <source-dir>
erase folder <source-dir>,rm -r <source-dir>
delete entire <source-dir>,rm -r <source-dir>
remove all contents of <source-dir>,rm -r <source-dir>
trash directory <source-dir>,rm -r <source-dir>
can you delete directory <source-dir>?,rm -r <source-dir>
delete <source-dir> from ~/documents/,rm -r ~/documents/<source-dir>
remove <source-dir> from ~/downloads/,rm -r ~/downloads/<source-dir>
wipe out directory <source-dir>,rm -r <source-dir>
eliminate folder <source-dir>,rm -r <source-dir>
discard entire <source-dir>,rm -r <source-dir>
clear directory <source-dir>,rm -r <source-dir>
purge <source-dir>,rm -r <source-dir>
destroy folder <source-dir>,rm -r <source-dir>
delete all files in <source-dir>,rm -r <source-dir>
change the owner of <file> to <user> and group to <group>,chown <user>:<group> <file>
change ownership of <file> to <user>,chown <user> <file>
change ownership of <file> to <user>:<group>,chown <user>:<group> <file>
set owner of <file> as <user>,chown <user> <file>
set group of <file> to <group>,chown :<group> <file>
can you change the group of <file> to <group>?,chown :<group> <file>
change owner and group of <file> from <old-owner>:<old-group> to <new-owner>:<new-group>,chown <new-owner>:<new-group> <file>
change ownership of <file> recursively to <user>:<group>,chown -r <user>:<group> <file>
change ownership of <file> to <user> only if it is currently owned by <old-owner>,chown --from=<old-owner> <user> <file>
change ownership of <file> to <user>:<group> and show verbose output,chown -v <user>:<group> <file>
change ownership of <file> to the reference file <reference-file>,chown --reference=<reference-file> <file>
change the group of <file> to <group>,chgrp <group> <file>
set the group of <file> as <group>,chgrp <group> <file>
change group ownership of <file> to <group>,chgrp <group> <file>
can you assign <file> to the group <group>?,chgrp <group> <file>
change the group of <file> recursively to <group>,chgrp -r <group> <file>
change the group of <file> to <group> and show verbose output,chgrp -v <group> <file>
assign read permission to user for <file-name>,chmod u+r <file-name>
assign read permission to user for the <file-name>,chmod u+r <file-name>
grant read access to user for <file-name>,chmod u+r <file-name>
assign write permission to user for <file-name>,chmod u+w <file-name>
allow user to write to <file-name>,chmod u+w <file-name>
assign write permission to user for the <file-name>,chmod u+w <file-name>
assign execute permission to user for the <file-name>,chmod u+x <file-name>
grant execute access to user for <file-name>,chmod u+x <file-name>
allow user to execute <file-name>,chmod u+x <file-name>
assign read and write permissions to user for <file-name>,chmod u+rw <file-name>
allow user to read and write <file-name>,chmod u+rw <file-name>
assign read and execute permissions to user for <file-name>,chmod u+rx <file-name>
grant read and execute access to user for <file-name>,chmod u+rx <file-name>
grant write and execute access to user for <file-name>,chmod u+wx <file-name>
allow user to write and execute <file-name>,chmod u+wx <file-name>
assign all permissions to user for <file-name>,chmod u+rwx <file-name>
allow user to read write and execute <file-name>,chmod u+rwx <file-name>
assign read permission to group for <file-name>,chmod g+r <file-name>
grant read access to group for <file-name>,chmod g+r <file-name>
assign read permission to group for the <file-name>,chmod g+r <file-name>
assign write permission to group for <file-name>,chmod g+w <file-name>
allow group to write to <file-name>,chmod g+w <file-name>
assign write permission to group for the <file-name>,chmod g+w <file-name>
assign execute permission to group for the <file-name>,chmod g+x <file-name>
assign execute permission to group for <file-name>,chmod g+x <file-name>
grant execute access to group for <file-name>,chmod g+x <file-name>
assign read and write permissions to group for <file-name>,chmod g+rw <file-name>
allow group to read and write <file-name>,chmod g+rw <file-name>
assign read and execute permissions to group for <file-name>,chmod g+rx <file-name>
allow group to read and execute <file-name>,chmod g+rx <file-name>
assign write and execute permissions to group for <file-name>,chmod g+wx <file-name>
grant write and execute access to group for <file-name>,chmod g+wx <file-name>
assign all permissions to group for <file-name>,chmod g+rwx <file-name>
grant full access to group for <file-name>,chmod g+rwx <file-name>
assign read permission to others for <file-name>,chmod o+r <file-name>
allow others to read <file-name>,chmod o+r <file-name>
assign read permission to others for the <file-name>,chmod o+r <file-name>
assign write permission to others for <file-name>,chmod o+w <file-name>
grant write access to others for <file-name>,chmod o+w <file-name>
assign write permission to others for the <file-name>,chmod o+w <file-name>
assign execute permission to others for the <file-name>,chmod o+x <file-name>
grant execute access to others for <file-name>,chmod o+x <file-name>
allow others to execute <file-name>,chmod o+x <file-name>
assign read and write permissions to others for <file-name>,chmod o+rw <file-name>
grant read and write access to others for <file-name>,chmod o+rw <file-name>
grant read and execute access to others for <file-name>,chmod o+rx <file-name>
allow others to read and execute <file-name>,chmod o+rx <file-name>
assign write and execute permissions to others for <file-name>,chmod o+wx <file-name>
allow others to write and execute <file-name>,chmod o+wx <file-name>
assign all permissions to others for <file-name>,chmod o+rwx <file-name>
grant full access to others for <file-name>,chmod o+rwx <file-name>
assign permissions recursively to user for <directory>,chmod -R u+rwx <directory>
grant recursive read write and execute access to user for <directory>,chmod -R u+rwx <directory>
set all permissions for user on directory and its contents <directory>,chmod -R u+rwx <directory>
remove read permission from group for <file-name>,chmod g-r <file-name>
deny write permission to others for <file-name>,chmod o-w <file-name>
remove all permissions recursively for user from <directory>,chmod -R u-rwx <directory>
add super permission to owner for the <file-name>,chmod u+s <file-name>
add super permission to owner for the <directory-name>,chmod u+s <directory-name>
grant owner special execute rights for the <file-name>,chmod u+s <file-name>
provide owner administrative access to the <file-name>,chmod u+s <file-name>
give owner root level permissions for the <directory-name>,chmod u+s <directory-name>
add super permission to group for the <file-name>,chmod g+s <file-name>
add super permission to group for the <directory-name>,chmod g+s <directory-name>
enable group with elevated privileges for the <directory-name>,chmod g+s <directory-name>
provide group administrative access to the <file-name>,chmod g+s <file-name>
give group root level permissions for the <directory-name>,chmod g+s <directory-name>
remove super permission from owner for the <file-name>,chmod u-s <file-name>
remove super permission from owner for the <directory-name>,chmod u-s <directory-name>
disable owner special execute rights for the <file-name>,chmod u-s <file-name>
strip owner administrative access from the <file-name>,chmod u-s <file-name>
remove root level permissions from owner for the <directory-name>,chmod u-s <directory-name>
remove super permission from group for the <file-name>,chmod g-s <file-name>
remove super permission from group for the <directory-name>,chmod g-s <directory-name>
disable group special execute rights for the <file-name>,chmod g-s <file-name>
revoke group elevated privileges for the <directory-name>,chmod g-s <directory-name>
strip group administrative access from the <file-name>,chmod g-s <file-name>
assign read and write permission to user for the <file-name>,chmod 600 <file-name>
assign read and execute permission to user for the <file-name>,chmod 500 <file-name>
assign write and execute permission to user for the <file-name>,chmod 300 <file-name>
assign full read write execute permission to user for the <file-name>,chmod 700 <file-name>
assign read and write permission to group for the <file-name>,chmod 060 <file-name>
assign read and execute permission to group for the <file-name>,chmod 050 <file-name>
assign write and execute permission to group for the <file-name>,chmod 030 <file-name>
assign full read write execute permission to group for the <file-name>,chmod 070 <file-name>
assign read and write permission to others for the <file-name>,chmod 006 <file-name>
assign read and execute permission to others for the <file-name>,chmod 005 <file-name>
assign write and execute permission to others for the <file-name>,chmod 003 <file-name>
assign full read write execute permission to others for the <file-name>,chmod 007 <file-name>
assign read write execute permission to user and group for the <file-name>,chmod 770 <file-name>
assign read write execute permission to user and others for the <file-name>,chmod 707 <file-name>
assign read write execute permission to group and others for the <file-name>,chmod 077 <file-name>
assign read write execute permission to all for the <file-name>,chmod 777 <file-name>
assign no permissions to any for the <file-name>,chmod 000 <file-name>
assign minimal read permissions for all for the <file-name>,chmod 444 <file-name>
